DFC_ANIO_PK;DFC_DESCRIPCION_MES;CODIGO_OPERA_FAMILIA;DESCRIPCION_FAMILIA;DESCRIPCION_PROVINCIA;TOTAL
2018;11 Noviembre;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";CHIMBORAZO;230
2018;08 Agosto;S;OTRAS ACTIVIDADES DE SERVICIOS.;SANTA ELENA;251
2018;08 Agosto;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;SANTA ELENA;959
2018;12 Diciembre;L;ACTIVIDADES INMOBILIARIAS.;PICHINCHA;192
2018;07 Julio;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;PICHINCHA;1093
2018;11 Noviembre;H;TRANSPORTE Y ALMACENAMIENTO.;PICHINCHA;265
2018;09 Septiembre;F;CONSTRUCCIÓN.;PICHINCHA;230
2018;03 Marzo;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;PICHINCHA;453
2018;04 Abril;L;ACTIVIDADES INMOBILIARIAS.;PICHINCHA;131
2018;12 Diciembre;L;ACTIVIDADES INMOBILIARIAS.;NAPO;4
2018;12 Diciembre;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;GUAYAS;392
2018;01 Enero;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";SANTO DOMINGO DE LOS TSACHILAS;222
2018;07 Julio;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;PICHINCHA;1885
2018;01 Enero;H;TRANSPORTE Y ALMACENAMIENTO.;CAÑAR;19
2018;12 Diciembre;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;LOJA;62
2018;02 Febrero;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;AZUAY;45
2018;11 Noviembre;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;LOJA;164
2018;07 Julio;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";IMBABURA;600
2018;11 Noviembre;F;CONSTRUCCIÓN.;AZUAY;28
2018;11 Noviembre;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";PICHINCHA;1541
2018;06 Junio;P;ENSEÑANZA.;AZUAY;24
2018;07 Julio;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";ESMERALDAS;975
2018;01 Enero;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;PICHINCHA;607
2018;10 Octubre;P;ENSEÑANZA.;PICHINCHA;221
2018;03 Marzo;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";ZAMORA CHINCHIPE;34
2018;08 Agosto;C;INDUSTRIAS MANUFACTURERAS.;EL ORO;706
2018;10 Octubre;C;INDUSTRIAS MANUFACTURERAS.;IMBABURA;83
2018;11 Noviembre;P;ENSEÑANZA.;PICHINCHA;203
2018;10 Octubre;C;INDUSTRIAS MANUFACTURERAS.;GUAYAS;539
2018;07 Julio;S;OTRAS ACTIVIDADES DE SERVICIOS.;PICHINCHA;5406
2018;03 Marzo;H;TRANSPORTE Y ALMACENAMIENTO.;GUAYAS;126
2018;01 Enero;P;ENSEÑANZA.;CAÑAR;7
2018;07 Julio;X;BAJO RELACION DE DEPENDENCIA SECTOR PUBLICO;ESMERALDAS;98
2018;05 Mayo;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;EL ORO;33
2018;10 Octubre;H;TRANSPORTE Y ALMACENAMIENTO.;BOLIVAR;13
2018;02 Febrero;L;ACTIVIDADES INMOBILIARIAS.;EL ORO;15
2018;12 Diciembre;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";LOS RIOS;704
2018;04 Abril;H;TRANSPORTE Y ALMACENAMIENTO.;BOLIVAR;4
2018;12 Diciembre;P;ENSEÑANZA.;LOS RIOS;27
2018;06 Junio;P;ENSEÑANZA.;LOS RIOS;26
2018;09 Septiembre;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";BOLIVAR;593
2018;08 Agosto;H;TRANSPORTE Y ALMACENAMIENTO.;SUCUMBIOS;52
2018;03 Marzo;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";BOLIVAR;43
2018;01 Enero;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;SANTO DOMINGO DE LOS TSACHILAS;140
2018;10 Octubre;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";LOS RIOS;810
2018;11 Noviembre;H;TRANSPORTE Y ALMACENAMIENTO.;BOLIVAR;11
2018;11 Noviembre;C;INDUSTRIAS MANUFACTURERAS.;SUCUMBIOS;21
2018;10 Octubre;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;SANTO DOMINGO DE LOS TSACHILAS;135
2018;03 Marzo;H;TRANSPORTE Y ALMACENAMIENTO.;PICHINCHA;118
2018;07 Julio;J;INFORMACIÓN Y COMUNICACIÓN.;PICHINCHA;407
2018;06 Junio;S;OTRAS ACTIVIDADES DE SERVICIOS.;COTOPAXI;61
2018;10 Octubre;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";NAPO;91
2018;02 Febrero;S;OTRAS ACTIVIDADES DE SERVICIOS.;BOLIVAR;12
2018;01 Enero;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;CHIMBORAZO;93
2018;01 Enero;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;CAÑAR;63
2018;10 Octubre;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;COTOPAXI;40
2018;07 Julio;C;INDUSTRIAS MANUFACTURERAS.;TUNGURAHUA;374
2018;07 Julio;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;SUCUMBIOS;18
2018;08 Agosto;H;TRANSPORTE Y ALMACENAMIENTO.;CARCHI;85
2018;10 Octubre;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;CARCHI;91
2018;03 Marzo;L;ACTIVIDADES INMOBILIARIAS.;CHIMBORAZO;15
2018;07 Julio;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;CHIMBORAZO;375
2018;07 Julio;H;TRANSPORTE Y ALMACENAMIENTO.;CHIMBORAZO;138
2018;01 Enero;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";CHIMBORAZO;127
2018;01 Enero;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";COTOPAXI;121
2018;02 Febrero;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";CHIMBORAZO;79
2018;06 Junio;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;COTOPAXI;22
2018;07 Julio;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;CHIMBORAZO;84
2018;06 Junio;L;ACTIVIDADES INMOBILIARIAS.;GUAYAS;79
2018;09 Septiembre;H;TRANSPORTE Y ALMACENAMIENTO.;CHIMBORAZO;34
2018;06 Junio;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;CAÑAR;14
2018;07 Julio;P;ENSEÑANZA.;CHIMBORAZO;107
2018;11 Noviembre;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";ORELLANA;47
2018;08 Agosto;C;INDUSTRIAS MANUFACTURERAS.;IMBABURA;806
2018;05 Mayo;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;CHIMBORAZO;49
2018;10 Octubre;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;CHIMBORAZO;67
2018;03 Marzo;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;CHIMBORAZO;114
2018;04 Abril;C;INDUSTRIAS MANUFACTURERAS.;CHIMBORAZO;20
2018;06 Junio;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;PICHINCHA;339
2018;06 Junio;P;ENSEÑANZA.;PICHINCHA;100
2018;04 Abril;L;ACTIVIDADES INMOBILIARIAS.;CHIMBORAZO;18
2018;06 Junio;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;CHIMBORAZO;8
2018;12 Diciembre;P;ENSEÑANZA.;PICHINCHA;198
2018;09 Septiembre;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;CHIMBORAZO;165
2018;06 Junio;F;CONSTRUCCIÓN.;CARCHI;2
2018;11 Noviembre;F;CONSTRUCCIÓN.;CARCHI;6
2018;02 Febrero;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";IMBABURA;79
2018;01 Enero;C;INDUSTRIAS MANUFACTURERAS.;CARCHI;13
2018;07 Julio;S;OTRAS ACTIVIDADES DE SERVICIOS.;CARCHI;122
2018;10 Octubre;H;TRANSPORTE Y ALMACENAMIENTO.;CARCHI;19
2018;12 Diciembre;S;OTRAS ACTIVIDADES DE SERVICIOS.;IMBABURA;96
2018;01 Enero;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";IMBABURA;126
2018;12 Diciembre;J;INFORMACIÓN Y COMUNICACIÓN.;IMBABURA;4
2018;09 Septiembre;S;OTRAS ACTIVIDADES DE SERVICIOS.;CARCHI;39
2018;12 Diciembre;L;ACTIVIDADES INMOBILIARIAS.;COTOPAXI;12
2018;02 Febrero;H;TRANSPORTE Y ALMACENAMIENTO.;COTOPAXI;11
2018;05 Mayo;C;INDUSTRIAS MANUFACTURERAS.;CARCHI;3
2018;05 Mayo;W;BAJO RELACION DE DEPENDENCIA SECTOR PRIVADO;PICHINCHA;5
2018;06 Junio;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;CARCHI;6
2018;12 Diciembre;H;TRANSPORTE Y ALMACENAMIENTO.;COTOPAXI;22
2018;03 Marzo;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;COTOPAXI;22
2018;08 Agosto;F;CONSTRUCCIÓN.;COTOPAXI;328
2018;01 Enero;C;INDUSTRIAS MANUFACTURERAS.;COTOPAXI;23
2018;08 Agosto;S;OTRAS ACTIVIDADES DE SERVICIOS.;COTOPAXI;296
2018;02 Febrero;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";COTOPAXI;77
2018;04 Abril;C;INDUSTRIAS MANUFACTURERAS.;COTOPAXI;18
2018;07 Julio;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;COTOPAXI;19
2018;05 Mayo;C;INDUSTRIAS MANUFACTURERAS.;COTOPAXI;21
2018;09 Septiembre;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";COTOPAXI;3
2018;04 Abril;S;OTRAS ACTIVIDADES DE SERVICIOS.;COTOPAXI;71
2018;02 Febrero;L;ACTIVIDADES INMOBILIARIAS.;PICHINCHA;149
2018;07 Julio;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;IMBABURA;162
2018;03 Marzo;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;CARCHI;8
2018;05 Mayo;C;INDUSTRIAS MANUFACTURERAS.;IMBABURA;31
2018;09 Septiembre;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;CARCHI;1
2018;11 Noviembre;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";IMBABURA;215
2018;10 Octubre;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;CAÑAR;14
2018;01 Enero;S;OTRAS ACTIVIDADES DE SERVICIOS.;COTOPAXI;62
2018;09 Septiembre;O;"ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.";COTOPAXI;2
2018;08 Agosto;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";PICHINCHA;256
2018;07 Julio;C;INDUSTRIAS MANUFACTURERAS.;GALAPAGOS;14
2018;11 Noviembre;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;COTOPAXI;21
2018;04 Abril;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;COTOPAXI;10
2018;08 Agosto;F;CONSTRUCCIÓN.;LOS RIOS;542
2018;11 Noviembre;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";SANTO DOMINGO DE LOS TSACHILAS;323
2018;10 Octubre;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;CAÑAR;21
2018;06 Junio;W;BAJO RELACION DE DEPENDENCIA SECTOR PRIVADO;CAÑAR;1
2018;07 Julio;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;NAPO;89
2018;06 Junio;W;BAJO RELACION DE DEPENDENCIA SECTOR PRIVADO;CHIMBORAZO;1
2018;11 Noviembre;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;CARCHI;7
2018;03 Marzo;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;IMBABURA;7
2018;12 Diciembre;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;CARCHI;9
2018;10 Octubre;X;BAJO RELACION DE DEPENDENCIA SECTOR PUBLICO;CARCHI;1
2018;01 Enero;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;GUAYAS;223
2018;03 Marzo;S;OTRAS ACTIVIDADES DE SERVICIOS.;GUAYAS;217
2018;05 Mayo;J;INFORMACIÓN Y COMUNICACIÓN.;CHIMBORAZO;9
2018;09 Septiembre;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";PASTAZA;35
2018;09 Septiembre;P;ENSEÑANZA.;CHIMBORAZO;23
2018;06 Junio;J;INFORMACIÓN Y COMUNICACIÓN.;EL ORO;6
2018;05 Mayo;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;EL ORO;45
2018;09 Septiembre;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;EL ORO;120
2018;07 Julio;C;INDUSTRIAS MANUFACTURERAS.;EL ORO;223
2018;01 Enero;C;INDUSTRIAS MANUFACTURERAS.;EL ORO;37
2018;02 Febrero;S;OTRAS ACTIVIDADES DE SERVICIOS.;EL ORO;87
2018;08 Agosto;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;EL ORO;99
2018;02 Febrero;H;TRANSPORTE Y ALMACENAMIENTO.;EL ORO;23
2018;03 Marzo;S;OTRAS ACTIVIDADES DE SERVICIOS.;EL ORO;158
2018;10 Octubre;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";LOJA;16
2018;06 Junio;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;GUAYAS;217
2018;07 Julio;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;EL ORO;177
2018;04 Abril;C;INDUSTRIAS MANUFACTURERAS.;EL ORO;27
2018;10 Octubre;L;ACTIVIDADES INMOBILIARIAS.;GUAYAS;122
2018;06 Junio;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";SANTO DOMINGO DE LOS TSACHILAS;126
2018;12 Diciembre;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;EL ORO;23
2018;04 Abril;S;OTRAS ACTIVIDADES DE SERVICIOS.;EL ORO;124
2018;12 Diciembre;C;INDUSTRIAS MANUFACTURERAS.;EL ORO;60
2018;04 Abril;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;PICHINCHA;37
2018;11 Noviembre;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;PICHINCHA;135
2018;01 Enero;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;CHIMBORAZO;21
2018;07 Julio;D;SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO.;CHIMBORAZO;1
2018;09 Septiembre;H;TRANSPORTE Y ALMACENAMIENTO.;SANTA ELENA;23
2018;07 Julio;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;LOJA;20
2018;09 Septiembre;W;BAJO RELACION DE DEPENDENCIA SECTOR PRIVADO;PICHINCHA;9
2018;08 Agosto;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;SANTA ELENA;941
2018;11 Noviembre;P;ENSEÑANZA.;GUAYAS;170
2018;03 Marzo;L;ACTIVIDADES INMOBILIARIAS.;EL ORO;14
2018;11 Noviembre;F;CONSTRUCCIÓN.;EL ORO;44
2018;07 Julio;S;OTRAS ACTIVIDADES DE SERVICIOS.;ORELLANA;235
2018;02 Febrero;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";LOJA;127
2018;07 Julio;F;CONSTRUCCIÓN.;EL ORO;123
2018;07 Julio;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;LOJA;560
2018;12 Diciembre;F;CONSTRUCCIÓN.;GUAYAS;197
2018;12 Diciembre;F;CONSTRUCCIÓN.;ZAMORA CHINCHIPE;14
2018;06 Junio;L;ACTIVIDADES INMOBILIARIAS.;CARCHI;1
2018;03 Marzo;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";ESMERALDAS;78
2018;07 Julio;C;INDUSTRIAS MANUFACTURERAS.;LOJA;146
2018;08 Agosto;J;INFORMACIÓN Y COMUNICACIÓN.;EL ORO;9
2018;06 Junio;S;OTRAS ACTIVIDADES DE SERVICIOS.;IMBABURA;62
2018;11 Noviembre;H;TRANSPORTE Y ALMACENAMIENTO.;LOJA;25
2018;09 Septiembre;F;CONSTRUCCIÓN.;SUCUMBIOS;16
2018;10 Octubre;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;MANABI;31
2018;07 Julio;C;INDUSTRIAS MANUFACTURERAS.;ZAMORA CHINCHIPE;31
2018;05 Mayo;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;GUAYAS;130
2018;10 Octubre;F;CONSTRUCCIÓN.;CHIMBORAZO;35
2018;01 Enero;H;TRANSPORTE Y ALMACENAMIENTO.;IMBABURA;25
2018;10 Octubre;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;ESMERALDAS;76
2018;11 Noviembre;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;ESMERALDAS;58
2018;02 Febrero;H;TRANSPORTE Y ALMACENAMIENTO.;ESMERALDAS;13
2018;04 Abril;C;INDUSTRIAS MANUFACTURERAS.;SANTA ELENA;11
2018;07 Julio;C;INDUSTRIAS MANUFACTURERAS.;SANTA ELENA;254
2018;02 Febrero;H;TRANSPORTE Y ALMACENAMIENTO.;GUAYAS;88
2018;11 Noviembre;W;BAJO RELACION DE DEPENDENCIA SECTOR PRIVADO;GUAYAS;3
2018;09 Septiembre;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;GUAYAS;132
2018;10 Octubre;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;SANTA ELENA;31
2018;07 Julio;F;CONSTRUCCIÓN.;LOJA;68
2018;05 Mayo;F;CONSTRUCCIÓN.;GUAYAS;83
2018;05 Mayo;S;OTRAS ACTIVIDADES DE SERVICIOS.;ESMERALDAS;37
2018;10 Octubre;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;SANTA ELENA;26
2018;03 Marzo;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;GUAYAS;93
2018;01 Enero;W;BAJO RELACION DE DEPENDENCIA SECTOR PRIVADO;GALAPAGOS;1
2018;08 Agosto;L;ACTIVIDADES INMOBILIARIAS.;GUAYAS;110
2018;01 Enero;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";SANTA ELENA;110
2018;10 Octubre;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;SANTA ELENA;9
2018;05 Mayo;C;INDUSTRIAS MANUFACTURERAS.;SANTA ELENA;18
2018;05 Mayo;L;ACTIVIDADES INMOBILIARIAS.;MANABI;18
2018;12 Diciembre;F;CONSTRUCCIÓN.;PICHINCHA;156
2018;09 Septiembre;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;ESMERALDAS;26
2018;05 Mayo;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;ESMERALDAS;1
2018;11 Noviembre;C;INDUSTRIAS MANUFACTURERAS.;ESMERALDAS;32
2018;01 Enero;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;MANABI;351
2018;02 Febrero;S;OTRAS ACTIVIDADES DE SERVICIOS.;ESMERALDAS;21
2018;01 Enero;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;GUAYAS;116
2018;12 Diciembre;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;MANABI;50
2018;04 Abril;L;ACTIVIDADES INMOBILIARIAS.;GUAYAS;55
2018;01 Enero;H;TRANSPORTE Y ALMACENAMIENTO.;SANTO DOMINGO DE LOS TSACHILAS;24
2018;12 Diciembre;S;OTRAS ACTIVIDADES DE SERVICIOS.;MANABI;121
2018;12 Diciembre;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;NAPO;51
2018;07 Julio;V;SIN ACTIVIDAD ECONOMICA - CIIU;GUAYAS;25
2018;11 Noviembre;P;ENSEÑANZA.;SUCUMBIOS;5
2018;11 Noviembre;O;"ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.";ESMERALDAS;1
2018;02 Febrero;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;PICHINCHA;41
2018;06 Junio;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;LOS RIOS;112
2018;07 Julio;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;TUNGURAHUA;145
2018;04 Abril;O;"ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.";GUAYAS;4
2018;11 Noviembre;P;ENSEÑANZA.;MANABI;56
2018;07 Julio;L;ACTIVIDADES INMOBILIARIAS.;TUNGURAHUA;95
2018;06 Junio;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;GUAYAS;36
2018;09 Septiembre;J;INFORMACIÓN Y COMUNICACIÓN.;GUAYAS;121
2018;10 Octubre;F;CONSTRUCCIÓN.;SANTA ELENA;23
2018;04 Abril;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;MANABI;156
2018;10 Octubre;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;SANTA ELENA;62
2018;07 Julio;P;ENSEÑANZA.;MANABI;353
2018;03 Marzo;C;INDUSTRIAS MANUFACTURERAS.;SANTA ELENA;20
2018;10 Octubre;S;OTRAS ACTIVIDADES DE SERVICIOS.;SANTO DOMINGO DE LOS TSACHILAS;79
2018;08 Agosto;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;GALAPAGOS;37
2018;11 Noviembre;S;OTRAS ACTIVIDADES DE SERVICIOS.;SUCUMBIOS;27
2018;01 Enero;J;INFORMACIÓN Y COMUNICACIÓN.;GUAYAS;67
2018;11 Noviembre;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;MANABI;143
2018;04 Abril;P;ENSEÑANZA.;SANTA ELENA;11
2018;08 Agosto;S;OTRAS ACTIVIDADES DE SERVICIOS.;PASTAZA;193
2018;01 Enero;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;MANABI;104
2018;04 Abril;F;CONSTRUCCIÓN.;SANTA ELENA;7
2018;04 Abril;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;SANTA ELENA;16
2018;01 Enero;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;CAÑAR;20
2018;12 Diciembre;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;SUCUMBIOS;3
2018;12 Diciembre;F;CONSTRUCCIÓN.;LOS RIOS;36
2018;08 Agosto;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;IMBABURA;71
2018;03 Marzo;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";IMBABURA;97
2018;11 Noviembre;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;IMBABURA;50
2018;01 Enero;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;PASTAZA;22
