DFC_ANIO_PK;DFC_DESCRIPCION_MES;CODIGO_OPERA_FAMILIA;DESCRIPCION_FAMILIA;DESCRIPCION_PROVINCIA;TOTAL 
2017;06 Junio;C;INDUSTRIAS MANUFACTURERAS.;GUAYAS;117
2017;02 Febrero;C;INDUSTRIAS MANUFACTURERAS.;CHIMBORAZO;15
2017;06 Junio;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;PICHINCHA;35
2017;02 Febrero;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;CHIMBORAZO;7
2017;08 Agosto;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;LOJA;20
2017;12 Diciembre;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;LOJA;3
2017;08 Agosto;W;BAJO RELACION DE DEPENDENCIA SECTOR PRIVADO;CHIMBORAZO;1
2017;12 Diciembre;J;INFORMACIÓN Y COMUNICACIÓN.;ESMERALDAS;66
2017;11 Noviembre;H;TRANSPORTE Y ALMACENAMIENTO.;GUAYAS;104
2017;11 Noviembre;S;OTRAS ACTIVIDADES DE SERVICIOS.;GUAYAS;182
2017;07 Julio;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;SANTO DOMINGO DE LOS TSACHILAS;33
2017;07 Julio;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;CHIMBORAZO;16
2017;07 Julio;W;BAJO RELACION DE DEPENDENCIA SECTOR PRIVADO;CHIMBORAZO;1
2017;07 Julio;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";CHIMBORAZO;14
2017;07 Julio;P;ENSEÑANZA.;TUNGURAHUA;24
2017;03 Marzo;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";ESMERALDAS;199
2017;10 Octubre;F;CONSTRUCCIÓN.;GUAYAS;64
2017;05 Mayo;C;INDUSTRIAS MANUFACTURERAS.;MANABI;40
2017;03 Marzo;F;CONSTRUCCIÓN.;ESMERALDAS;25
2017;12 Diciembre;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;ESMERALDAS;142
2017;03 Marzo;S;OTRAS ACTIVIDADES DE SERVICIOS.;ESMERALDAS;36
2017;03 Marzo;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;ESMERALDAS;33
2017;04 Abril;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;ESMERALDAS;11
2017;06 Junio;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;GUAYAS;79
2017;03 Marzo;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;NAPO;2
2017;06 Junio;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;GUAYAS;158
2017;08 Agosto;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;IMBABURA;8
2017;06 Junio;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;LOS RIOS;27
2017;02 Febrero;C;INDUSTRIAS MANUFACTURERAS.;GUAYAS;81
2017;11 Noviembre;S;OTRAS ACTIVIDADES DE SERVICIOS.;LOS RIOS;46
2017;04 Abril;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;CAÑAR;15
2017;06 Junio;L;ACTIVIDADES INMOBILIARIAS.;LOS RIOS;8
2017;09 Septiembre;L;ACTIVIDADES INMOBILIARIAS.;SANTO DOMINGO DE LOS TSACHILAS;9
2017;11 Noviembre;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";GUAYAS;44
2017;12 Diciembre;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;SANTA ELENA;5
2017;02 Febrero;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;GUAYAS;65
2017;11 Noviembre;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";SANTA ELENA;65
2017;08 Agosto;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;ESMERALDAS;13
2017;02 Febrero;P;ENSEÑANZA.;ESMERALDAS;9
2017;10 Octubre;H;TRANSPORTE Y ALMACENAMIENTO.;ESMERALDAS;11
2017;11 Noviembre;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;ESMERALDAS;27
2017;10 Octubre;C;INDUSTRIAS MANUFACTURERAS.;ESMERALDAS;11
2017;06 Junio;C;INDUSTRIAS MANUFACTURERAS.;SANTA ELENA;12
2017;06 Junio;W;BAJO RELACION DE DEPENDENCIA SECTOR PRIVADO;GUAYAS;3
2017;03 Marzo;L;ACTIVIDADES INMOBILIARIAS.;ESMERALDAS;15
2017;04 Abril;H;TRANSPORTE Y ALMACENAMIENTO.;MANABI;30
2017;09 Septiembre;P;ENSEÑANZA.;SANTA ELENA;4
2017;06 Junio;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";ESMERALDAS;4
2017;08 Agosto;F;CONSTRUCCIÓN.;SANTA ELENA;15
2017;04 Abril;P;ENSEÑANZA.;IMBABURA;11
2017;09 Septiembre;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";MANABI;285
2017;12 Diciembre;H;TRANSPORTE Y ALMACENAMIENTO.;MANABI;59
2017;12 Diciembre;F;CONSTRUCCIÓN.;SANTA ELENA;14
2017;04 Abril;P;ENSEÑANZA.;SANTA ELENA;4
2017;12 Diciembre;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;GALAPAGOS;3
2017;09 Septiembre;P;ENSEÑANZA.;GUAYAS;75
2017;06 Junio;H;TRANSPORTE Y ALMACENAMIENTO.;CAÑAR;8
2017;12 Diciembre;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";SANTA ELENA;70
2017;05 Mayo;P;ENSEÑANZA.;SANTA ELENA;8
2017;04 Abril;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;SANTA ELENA;4
2017;06 Junio;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;PASTAZA;1
2017;07 Julio;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;SANTA ELENA;5
2017;05 Mayo;C;INDUSTRIAS MANUFACTURERAS.;LOS RIOS;16
2017;06 Junio;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";GALAPAGOS;5
2017;02 Febrero;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";GUAYAS;13
2017;07 Julio;X;BAJO RELACION DE DEPENDENCIA SECTOR PUBLICO;IMBABURA;1
2017;09 Septiembre;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;IMBABURA;18
2017;10 Octubre;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;IMBABURA;4
2017;03 Marzo;L;ACTIVIDADES INMOBILIARIAS.;IMBABURA;20
2017;07 Julio;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;LOJA;14
2017;12 Diciembre;H;TRANSPORTE Y ALMACENAMIENTO.;LOJA;24
2017;10 Octubre;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;LOJA;7
2017;12 Diciembre;F;CONSTRUCCIÓN.;LOJA;11
2017;07 Julio;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;LOJA;53
2017;08 Agosto;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;ZAMORA CHINCHIPE;3
2017;05 Mayo;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;LOJA;26
2017;10 Octubre;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;LOJA;8
2017;01 Enero;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";LOJA;12
2017;11 Noviembre;F;CONSTRUCCIÓN.;ZAMORA CHINCHIPE;8
2017;03 Marzo;C;INDUSTRIAS MANUFACTURERAS.;LOJA;38
2017;04 Abril;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;LOJA;25
2017;10 Octubre;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;LOJA;27
2017;05 Mayo;L;ACTIVIDADES INMOBILIARIAS.;GALAPAGOS;1
2017;08 Agosto;F;CONSTRUCCIÓN.;LOJA;10
2017;06 Junio;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";NAPO;26
2017;01 Enero;O;"ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.";PICHINCHA;6
2017;12 Diciembre;F;CONSTRUCCIÓN.;IMBABURA;22
2017;04 Abril;W;BAJO RELACION DE DEPENDENCIA SECTOR PRIVADO;IMBABURA;2
2017;05 Mayo;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;IMBABURA;16
2017;08 Agosto;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;IMBABURA;23
2017;07 Julio;F;CONSTRUCCIÓN.;LOJA;14
2017;07 Julio;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;PICHINCHA;94
2017;07 Julio;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;ORELLANA;15
2017;07 Julio;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;IMBABURA;13
2017;07 Julio;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;LOJA;79
2017;11 Noviembre;C;INDUSTRIAS MANUFACTURERAS.;LOJA;25
2017;02 Febrero;C;INDUSTRIAS MANUFACTURERAS.;IMBABURA;21
2017;03 Marzo;J;INFORMACIÓN Y COMUNICACIÓN.;IMBABURA;2
2017;05 Mayo;F;CONSTRUCCIÓN.;IMBABURA;21
2017;08 Agosto;X;BAJO RELACION DE DEPENDENCIA SECTOR PUBLICO;IMBABURA;1
2017;08 Agosto;W;BAJO RELACION DE DEPENDENCIA SECTOR PRIVADO;IMBABURA;1
2017;02 Febrero;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;MANABI;87
2017;07 Julio;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;MANABI;164
2017;04 Abril;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";MANABI;224
2017;04 Abril;P;ENSEÑANZA.;SANTO DOMINGO DE LOS TSACHILAS;7
2017;01 Enero;L;ACTIVIDADES INMOBILIARIAS.;MANABI;37
2017;05 Mayo;J;INFORMACIÓN Y COMUNICACIÓN.;MANABI;11
2017;11 Noviembre;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;LOS RIOS;33
2017;02 Febrero;P;ENSEÑANZA.;LOS RIOS;13
2017;03 Marzo;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;LOS RIOS;32
2017;01 Enero;L;ACTIVIDADES INMOBILIARIAS.;LOS RIOS;9
2017;07 Julio;L;ACTIVIDADES INMOBILIARIAS.;LOS RIOS;11
2017;01 Enero;W;BAJO RELACION DE DEPENDENCIA SECTOR PRIVADO;LOS RIOS;1
2017;06 Junio;J;INFORMACIÓN Y COMUNICACIÓN.;LOS RIOS;3
2017;03 Marzo;S;OTRAS ACTIVIDADES DE SERVICIOS.;ORELLANA;50
2017;09 Septiembre;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;SANTO DOMINGO DE LOS TSACHILAS;43
2017;05 Mayo;P;ENSEÑANZA.;LOJA;5
2017;08 Agosto;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;LOJA;12
2017;12 Diciembre;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";MANABI;23
2017;12 Diciembre;V;SIN ACTIVIDAD ECONOMICA - CIIU;MANABI;1
2017;09 Septiembre;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;MANABI;11
2017;02 Febrero;P;ENSEÑANZA.;MANABI;32
2017;08 Agosto;E;"DISTRIBUCIÓN DE AGUA; ALCANTARILLADO, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO.";PICHINCHA;1
2017;09 Septiembre;C;INDUSTRIAS MANUFACTURERAS.;MANABI;60
2017;11 Noviembre;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;NAPO;15
2017;11 Noviembre;L;ACTIVIDADES INMOBILIARIAS.;PASTAZA;4
2017;06 Junio;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";PASTAZA;19
2017;02 Febrero;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;TUNGURAHUA;18
2017;03 Marzo;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;PASTAZA;13
2017;08 Agosto;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;ORELLANA;16
2017;11 Noviembre;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";PASTAZA;32
2017;07 Julio;L;ACTIVIDADES INMOBILIARIAS.;PASTAZA;3
2017;09 Septiembre;S;OTRAS ACTIVIDADES DE SERVICIOS.;PASTAZA;16
2017;02 Febrero;L;ACTIVIDADES INMOBILIARIAS.;ESMERALDAS;3
2017;10 Octubre;P;ENSEÑANZA.;PASTAZA;5
2017;03 Marzo;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;PASTAZA;4
2017;01 Enero;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;PASTAZA;10
2017;06 Junio;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;MANABI;49
2017;09 Septiembre;P;ENSEÑANZA.;ORELLANA;3
2017;04 Abril;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";MANABI;14
2017;11 Noviembre;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;MANABI;24
2017;01 Enero;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";MANABI;22
2017;02 Febrero;J;INFORMACIÓN Y COMUNICACIÓN.;MANABI;15
2017;06 Junio;C;INDUSTRIAS MANUFACTURERAS.;MORONA SANTIAGO;5
2017;01 Enero;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;MORONA SANTIAGO;17
2017;03 Marzo;S;OTRAS ACTIVIDADES DE SERVICIOS.;MORONA SANTIAGO;57
2017;09 Septiembre;L;ACTIVIDADES INMOBILIARIAS.;MORONA SANTIAGO;8
2017;05 Mayo;L;ACTIVIDADES INMOBILIARIAS.;MORONA SANTIAGO;3
2017;06 Junio;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;MANABI;12
2017;02 Febrero;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";NAPO;20
2017;07 Julio;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";NAPO;29
2017;05 Mayo;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";MORONA SANTIAGO;32
2017;12 Diciembre;H;TRANSPORTE Y ALMACENAMIENTO.;ORELLANA;5
2017;07 Julio;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;NAPO;26
2017;04 Abril;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;MORONA SANTIAGO;10
2017;02 Febrero;9;VERIFICAR;GALAPAGOS;1
2017;05 Mayo;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;NAPO;5
2017;12 Diciembre;C;INDUSTRIAS MANUFACTURERAS.;MORONA SANTIAGO;3
2017;07 Julio;S;OTRAS ACTIVIDADES DE SERVICIOS.;MORONA SANTIAGO;11
2017;08 Agosto;F;CONSTRUCCIÓN.;MORONA SANTIAGO;10
2017;09 Septiembre;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;SUCUMBIOS;6
2017;04 Abril;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;MANABI;13
2017;09 Septiembre;W;BAJO RELACION DE DEPENDENCIA SECTOR PRIVADO;MANABI;1
2017;12 Diciembre;J;INFORMACIÓN Y COMUNICACIÓN.;MANABI;12
2017;11 Noviembre;J;INFORMACIÓN Y COMUNICACIÓN.;MANABI;12
2017;08 Agosto;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";ORELLANA;34
2017;09 Septiembre;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS.;PICHINCHA;13
2017;01 Enero;L;ACTIVIDADES INMOBILIARIAS.;SANTO DOMINGO DE LOS TSACHILAS;16
2017;06 Junio;X;BAJO RELACION DE DEPENDENCIA SECTOR PUBLICO;PICHINCHA;5
2017;12 Diciembre;L;ACTIVIDADES INMOBILIARIAS.;SUCUMBIOS;7
2017;05 Mayo;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;TUNGURAHUA;54
2017;02 Febrero;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;PICHINCHA;53
2017;10 Octubre;S;OTRAS ACTIVIDADES DE SERVICIOS.;TUNGURAHUA;63
2017;10 Octubre;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;PICHINCHA;30
2017;11 Noviembre;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;COTOPAXI;5
2017;12 Diciembre;C;INDUSTRIAS MANUFACTURERAS.;CARCHI;3
2017;05 Mayo;L;ACTIVIDADES INMOBILIARIAS.;PASTAZA;1
2017;12 Diciembre;S;OTRAS ACTIVIDADES DE SERVICIOS.;SANTO DOMINGO DE LOS TSACHILAS;24
2017;05 Mayo;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";ORELLANA;21
2017;07 Julio;P;ENSEÑANZA.;ESMERALDAS;16
2017;07 Julio;H;TRANSPORTE Y ALMACENAMIENTO.;TUNGURAHUA;40
2017;04 Abril;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;SANTO DOMINGO DE LOS TSACHILAS;9
2017;05 Mayo;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS.;PICHINCHA;18
2017;10 Octubre;X;BAJO RELACION DE DEPENDENCIA SECTOR PUBLICO;COTOPAXI;1
2017;01 Enero;E;"DISTRIBUCIÓN DE AGUA; ALCANTARILLADO, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO.";PICHINCHA;1
2017;02 Febrero;V;SIN ACTIVIDAD ECONOMICA - CIIU;PICHINCHA;1
2017;08 Agosto;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";SANTO DOMINGO DE LOS TSACHILAS;6
2017;04 Abril;C;INDUSTRIAS MANUFACTURERAS.;SANTO DOMINGO DE LOS TSACHILAS;17
2017;08 Agosto;S;OTRAS ACTIVIDADES DE SERVICIOS.;CHIMBORAZO;18
2017;11 Noviembre;V;SIN ACTIVIDAD ECONOMICA - CIIU;COTOPAXI;1676
2017;02 Febrero;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;ORELLANA;2
2017;10 Octubre;X;BAJO RELACION DE DEPENDENCIA SECTOR PUBLICO;GUAYAS;2
2017;04 Abril;S;OTRAS ACTIVIDADES DE SERVICIOS.;SANTO DOMINGO DE LOS TSACHILAS;44
2017;06 Junio;H;TRANSPORTE Y ALMACENAMIENTO.;TUNGURAHUA;19
2017;09 Septiembre;W;BAJO RELACION DE DEPENDENCIA SECTOR PRIVADO;TUNGURAHUA;1
2017;12 Diciembre;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;TUNGURAHUA;40
2017;07 Julio;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;TUNGURAHUA;29
2017;06 Junio;P;ENSEÑANZA.;TUNGURAHUA;17
2017;10 Octubre;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;TUNGURAHUA;24
2017;06 Junio;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;TUNGURAHUA;28
2017;01 Enero;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;TUNGURAHUA;13
2017;11 Noviembre;J;INFORMACIÓN Y COMUNICACIÓN.;TUNGURAHUA;7
2017;09 Septiembre;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;TUNGURAHUA;30
2017;11 Noviembre;F;CONSTRUCCIÓN.;COTOPAXI;19
2017;10 Octubre;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;TUNGURAHUA;5
2017;02 Febrero;P;ENSEÑANZA.;TUNGURAHUA;18
2017;12 Diciembre;P;ENSEÑANZA.;ZAMORA CHINCHIPE;2
2017;04 Abril;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;ORELLANA;4
2017;04 Abril;J;INFORMACIÓN Y COMUNICACIÓN.;SANTA ELENA;2
2017;07 Julio;F;CONSTRUCCIÓN.;SUCUMBIOS;9
2017;06 Junio;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;EL ORO;12
2017;03 Marzo;L;ACTIVIDADES INMOBILIARIAS.;SUCUMBIOS;6
2017;02 Febrero;F;CONSTRUCCIÓN.;TUNGURAHUA;15
2017;09 Septiembre;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;LOJA;6
2017;04 Abril;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;ZAMORA CHINCHIPE;2
2017;12 Diciembre;S;OTRAS ACTIVIDADES DE SERVICIOS.;GALAPAGOS;5
2017;01 Enero;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;GALAPAGOS;2
2017;12 Diciembre;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;TUNGURAHUA;6
2017;01 Enero;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";PICHINCHA;14
2017;02 Febrero;W;BAJO RELACION DE DEPENDENCIA SECTOR PRIVADO;CAÑAR;1
2017;10 Octubre;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;SANTO DOMINGO DE LOS TSACHILAS;5
2017;02 Febrero;F;CONSTRUCCIÓN.;IMBABURA;9
2017;03 Marzo;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;CARCHI;4
2017;10 Octubre;F;CONSTRUCCIÓN.;COTOPAXI;13
2017;10 Octubre;P;ENSEÑANZA.;LOS RIOS;6
2017;08 Agosto;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;CHIMBORAZO;12
2017;12 Diciembre;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;CARCHI;6
2017;12 Diciembre;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;SUCUMBIOS;3
2017;04 Abril;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;ESMERALDAS;5
2017;10 Octubre;L;ACTIVIDADES INMOBILIARIAS.;PASTAZA;1
2017;04 Abril;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;SUCUMBIOS;1
2017;05 Mayo;C;INDUSTRIAS MANUFACTURERAS.;ORELLANA;5
2017;03 Marzo;F;CONSTRUCCIÓN.;ZAMORA CHINCHIPE;16
2017;04 Abril;F;CONSTRUCCIÓN.;ORELLANA;4
2017;09 Septiembre;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;NAPO;21
2017;03 Marzo;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;SUCUMBIOS;7
2017;02 Febrero;L;ACTIVIDADES INMOBILIARIAS.;CARCHI;3
2017;12 Diciembre;O;"ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.";CHIMBORAZO;1
2017;05 Mayo;S;OTRAS ACTIVIDADES DE SERVICIOS.;MANABI;28
2017;04 Abril;S;OTRAS ACTIVIDADES DE SERVICIOS.;GALAPAGOS;8
2017;09 Septiembre;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";ZAMORA CHINCHIPE;17
2017;03 Marzo;F;CONSTRUCCIÓN.;SANTO DOMINGO DE LOS TSACHILAS;23
2017;05 Mayo;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;LOJA;3
2017;01 Enero;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;LOS RIOS;7
2017;10 Octubre;C;INDUSTRIAS MANUFACTURERAS.;LOJA;9
2017;01 Enero;F;CONSTRUCCIÓN.;TUNGURAHUA;14
